Name,Rating,Category1,Category2,Place,City
mersadez,3.9,Culture,Tasty Food,Pantai Marina,Semarang
trin,3.4,Nature,Kind,Candi Gedong Songo,Semarang
jeaninne,4.4,Culinary,Mindful,Wisata Alam Wana Wisata Penggaron,Semarang
xochitl,3.4,History,Cheap Price,Monumen Sanapati,Jogja
mischelle,4.6,Culture,Recommended,Candi Gedong Songo,Semarang
jolecia,3.9,History,Cheap Price,Pantai Baruna,Semarang
somdath,4.4,Tourist Attraction,Mindful,Pantai Sundak,Jogja
milliron,4.2,Culture,Fun,Kampung Batik Gedong Semarang,Semarang
loella,4.9,Culinary,Peaceful,Embung Tambakboyo,Jogja
martika,4.1,Nature,Kind Person,Wisata Kalibiru,Jogja
foppe,3.2,Culture,Kind, Pantai Cipta,Semarang
baber,4.0,Tourist Attraction,Hated,Brown Canyon,Semarang
haileyjo,3.6,Tourist Attraction,Not Recommended,Waduk Jatibarang,Semarang
shukrona,3.6,Culinary,Great View,Pantai Parangtritis,Jogja
abbygayle,3.1,Culture,Not Recommended,Monumen Palagan Ambarawa,Semarang
jorgeantonio,4.6,Culinary,Kind,Watu Lumbung,Jogja
angelinah,3.2,Nature,Recommended,Taman Srigunting,Semarang
ismo,4.2,Culture,Hated,Semarang Contemporary Art Gallery,Semarang
cheresse,3.4,Nature,Cheap Price,Durian Gardens and Tourism Education Watu Simbar,Semarang
awez,4.4,Tourist Attraction,Hated,Air Terjun Kedung Pedut,Jogja
tachelle,4.4,Culinary,Bad Food,Monumen Palagan Ambarawa,Semarang
efsevia,4.1,History,Tasty Food,Umbul Sidomukti,Semarang
dionysia,4.8,Nature,Hated,Lawang Sewu,Semarang
donshay,3.7,Nature,Hated,The Lost World Castle,Jogja
jaban,4.7,Tourist Attraction,Great View,Masjid Agung Ungaran,Semarang
nahide,4.4,Culinary,Cheap Price,De Mata Museum Jogja,Jogja
lichtenfeld,3.6,Nature,Kind,Monumen Palagan Ambarawa,Semarang
rolland,3.7,Tourist Attraction,Cheap Price,Benteng Pendem,Semarang
joeann,3.2,Tourist Attraction,Expensive,Wisata Mangrove Tapak,Semarang
lajerrica,4.8,Tourist Attraction,Beautiful,Kampoeng Rawa,Semarang
bakerjr,3.8,Nature,Kind Person,Kebun Teh Nglinggo,Jogja
tahara,4.9,Culture,Boring,Grand Maerakaca,Semarang
persephone,4.4,History,Tasty Food,Watu Mabur Mangunan,Jogja
igbunu,4.3,Culinary,Kind Person,Benteng Pendem,Semarang
ayman,3.4,Nature,Great View,Kawasan Malioboro,Jogja
ponnambalam,4.1,Tourist Attraction,Cheap Price,Wisata Lereng Kelir,Semarang
tekeyla,3.9,Tourist Attraction,Bad Food,Water Blaster Bukit Candi Golf,Semarang
mobin,3.3,Tourist Attraction,Noisy,Kampung Wisata Kadipaten,Jogja
krug,4.5,Nature,Noisy,Pantai Baruna,Semarang
suu,3.7,Nature,Kind Person,Candi Gedong Songo,Semarang
maheer,3.0,Tourist Attraction,Tasty Food,Taman Srigunting,Semarang
bottolf,3.6,Nature,Fun,Pantai Wediombo,Jogja
yovela,3.3,Culture,Kind,Semarang Gallery,Semarang
sablu,3.8,Tourist Attraction,Respectable,Durian Gardens and Tourism Education Watu Simbar,Semarang
kame,4.7,Tourist Attraction,Noisy,Lawang Sewu,Semarang
vishika,3.9,Culture,Not Recommended,Hutan Pinus Kayon,Semarang
oliga,3.0,Culture,Peaceful,Embung Tambakboyo,Jogja
braien,3.7,Culinary,Noisy,Selected Places,Semarang
carmiche,3.3,Culinary,Bad Food,Bukit Lintang Sewu,Jogja
victorie,3.1,History,Recommended,Tirto Argo Siwarak,Semarang
cassundra,5.0,Nature,Not Recommended,Green Village Gedangsari,Jogja
delayah,5.0,Culinary,Cheap Price,Pantai Indrayanti,Jogja
porschea,4.4,Culinary,Mindful,Semarang Chinatown,Semarang
michael,4.9,Tourist Attraction,Noisy,Watu Mabur Mangunan,Jogja
neumark,3.4,History,Boring,Bendung Lepen,Jogja
cekaj,3.2,Culture,Beautiful,Waduk Jatibarang,Semarang
sigwart,3.8,Nature,Boring,Alun Alun Selatan Yogyakarta,Jogja
shemar,3.4,Culinary,Expensive,Water Blaster Bukit Candi Golf,Semarang
tahitia,4.1,History,Kind Person,Museum Kereta Ambarawa,Semarang
tillmon,3.9,Culinary,Great View,Kampung Pelangi,Semarang
nerrissa,3.5,Culture,Bad Food,Watu Goyang,Jogja
jeverious,3.9,Culture,Mindful,Indonesia Kaya Park,Semarang
neghan,3.2,History,Tasty Food,Kampung Wisata Kadipaten,Jogja
parvathi,4.4,Culture,Mindful,Seribu Batu Songgo Langit,Jogja
milos,3.7,Culinary,Peaceful,Kampung Pelangi,Semarang
jocell,4.0,Culinary,Tasty Food,Candi Ijo,Jogja
tiegen,3.8,Tourist Attraction,Expensive,Umbul Sidomukti,Semarang
maritess,4.6,Tourist Attraction,Tasty Food,Candi Borobudur,Jogja
merl,3.4,History,Cheap Price,Tugu Muda Semarang,Semarang
merlean,4.1,History,Peaceful,Candi Borobudur,Jogja
ettorino,3.2,Culture,Kind,De Mata Museum Jogja,Jogja
rosheena,3.4,Tourist Attraction,Boring,Kampoeng Rawa,Semarang
jayleeana,4.5,History,Boring,Water Blaster Bukit Candi Golf,Semarang
franka,4.2,Culinary,Noisy,Wisata Eling Bening,Semarang
zauria,3.7,Culture,Respectable,Pantai Marina,Semarang
carlyssa,4.6,Tourist Attraction,Peaceful,Taman Pelangi Yogyakarta,Jogja
margith,3.8,Culinary,Great View,Pantai Jogan,Jogja
marda,3.1,Culture,Great View,Lawang Sewu,Semarang
alexande,3.3,Nature,Kind Person,Pantai Baruna,Semarang
tinker,4.3,Nature,Kind Person,Pantai Glagah,Jogja
jakila,4.7,Nature,Great View,Kawasan Wisata Sosrowijayan,Jogja
anjanie,4.9,History,Expensive,Taman Srigunting,Semarang
solisjr,4.4,History,Bad Food,Museum Kereta Ambarawa,Semarang
fiddler,3.8,Culinary,Peaceful,Jembatan Biru Ambarawa,Semarang
guria,4.7,Nature,Mindful,Taman Pelangi Jogja,Jogja
roopali,3.3,History,Great View,Pantai Marina,Semarang
adelae,4.1,Nature,Great View,Bukit Wisata Pulepayung,Jogja
deangleo,3.8,History,Not Recommended,Gua Maria Kerep Ambarawa,Semarang
enrigue,4.3,Culinary,Bad Food,Lawang Sewu,Semarang
haniyah,4.8,Nature,Respectable,Desa Wisata Pulesari,Jogja
tripper,3.1,Culinary,Respectable,Grand Maerakaca,Semarang
adelyna,4.0,Nature,Hated,Pantai Baruna,Semarang
aaryanna,4.5,Tourist Attraction,Respectable,Pantai Nglambor,Jogja
sylke,4.4,Culture,Noisy,Goa Pindul,Jogja
prithika,3.7,Nature,Great View,Monumen Sanapati,Jogja
corrah,4.1,History,Isolated,Taman Srigunting,Semarang
elcio,4.0,Nature,Isolated,Kampoeng Rawa,Semarang
mabree,3.4,Culinary,Boring,Monumen Sanapati,Jogja
almas,5.0,Culinary,Isolated,Monumen Palagan Ambarawa,Semarang
ryver,3.6,Nature,Isolated,Pantai Baruna,Semarang
kica,4.1,Culture,Not Recommended,Kebun Teh Nglinggo,Jogja
bradlay,4.6,Tourist Attraction,Not Recommended,Semarang Gallery,Semarang
lavaune,3.3,Culinary,Beautiful,Saloka Theme Park,Semarang
acesen,3.2,Tourist Attraction,Peaceful,Gua Maria Kerep Ambarawa,Semarang
charlisa,3.6,Tourist Attraction,Not Recommended,Masjid Agung Ungaran,Semarang
sorrentino,4.4,Tourist Attraction,Hated,Masjid Kapal Semarang,Semarang
ginevra,3.4,Tourist Attraction,Fun,Obyek Wisata Goa Kreo,Semarang
wasseem,4.3,Nature,Expensive,Kota Lama Semarang,Semarang
andyn,4.2,History,Peaceful,Candi Ijo,Jogja
marleene,4.1,Culinary,Isolated,Kampung Pelangi,Semarang
tiffinay,4.1,Culture,Cheap Price,Kampung Pelangi,Semarang
josselin,3.9,Culinary,Recommended,Hutan Pinus Kayon,Semarang
leola,4.9,Tourist Attraction,Peaceful,Tugu Muda Semarang,Semarang
rodderick,3.2,Tourist Attraction,Kind Person,Semarang Chinatown,Semarang
eivin,3.8,Culture,Respectable,Pantai Indrayanti,Jogja
chingiz,4.6,Culture,Kind,Bunker Kaliadem Merapi,Jogja
emiri,4.7,Culture,Mindful,Kampung Pelangi,Semarang
atisha,4.6,Culture,Cheap Price,Lawang Sewu,Semarang
littleman,4.3,Tourist Attraction,Bad Food,Geoforest Watu Payung Turunan,Jogja
erie,4.5,Nature,Bad Food,Taman Tabanas,Semarang
margine,4.3,History,Recommended,Masjid Kapal Semarang,Semarang
mohr,4.7,History,Respectable,Pantai Depok Jogja,Jogja
harkirat,3.9,History,Hated,Wisata Kaliurang,Jogja
daziah,3.2,Nature,Mindful,Gua Maria Kerep Ambarawa,Semarang
selita,4.4,History,Boring,Museum Kereta Ambarawa,Semarang
rennel,3.1,Culinary,Beautiful,Sindu Kusuma Edupark (SKE),Jogja
yoe,3.2,Nature,Kind Person,Flower Farm Setiya Aji,Semarang
teketa,5.0,History,Noisy,Tirto Argo Siwarak,Semarang
marris,5.0,Culinary,Recommended,Hutan Pinus Kayon,Semarang
creel,3.8,Tourist Attraction,Kind,Pintoe Langit Dahromo,Jogja
alphonso,4.9,Nature,Noisy,Semarang Chinatown,Semarang
yahye,3.2,Tourist Attraction,Great View,Watu Mabur Mangunan,Jogja
nataria,4.9,Tourist Attraction,Mindful,Grand Maerakaca,Semarang
hayzen,4.7,Culture,Hated,Saloka Theme Park,Semarang
canita,3.7,Nature,Cheap Price,Hutan Pinus Pengger,Jogja
leshelle,4.8,Tourist Attraction,Recommended,Water Blaster Bukit Candi Golf,Semarang
mykah,3.0,Tourist Attraction,Great View,Desa Wisata Lembah Kalipancur,Semarang
nesrije,4.2,Culture,Hated,Pura Giri Natha,Semarang
wendyl,3.9,History,Kind,Indonesia Kaya Park,Semarang
kyer,3.7,Culture,Respectable,Pantai Patihan,Jogja
weida,4.7,Culinary,Kind,Pantai Wediombo,Jogja
lowan,4.4,Culinary,Recommended,Lava Bantal,Jogja
waldean,3.2,Nature,Boring,Brown Canyon,Semarang
theocharis,4.1,Culture,Kind,Semarang Chinatown,Semarang
jackaline,4.9,Culinary,Kind,Kauman Pakualaman Yogyakarta,Jogja
leverne,3.5,Tourist Attraction,Boring,Pantai Patihan,Jogja
brekka,4.4,Nature,Noisy,Pura Giri Natha,Semarang
tennielle,4.3,Tourist Attraction,Great View,Water Blaster Bukit Candi Golf,Semarang
charlotta,4.2,Tourist Attraction,Recommended,Bunker Kaliadem Merapi,Jogja
volkmar,3.8,Nature,Respectable,Monumen Palagan Ambarawa,Semarang
bodyn,4.6,Culinary,Recommended,Semarang Gallery,Semarang
mihalis,3.1,Culture,Mindful,Watu Gunung Ungaran,Semarang
ampelio,3.9,Nature,Kind,Lawang Sewu,Semarang
sarmeela,3.2,Culinary,Hated,Semarang Chinatown,Semarang
chaneyjr,4.2,Culture,Kind Person,Wisata Kaliurang,Jogja
nebeyu,3.9,Culinary,Noisy,Alun-alun Utara Keraton Yogyakarta,Jogja
suhrit,4.5,Culinary,Kind,La Kana Chapel,Semarang
anquette,3.5,Tourist Attraction,Expensive,Goa Rancang Kencono,Jogja
dige,4.7,Tourist Attraction,Tasty Food,Pantai Depok Jogja,Jogja
leanora,4.4,Culinary,Fun,Bentara Budaya Yogyakarta (BBY),Jogja
slaveyka,4.2,Culinary,Bad Food,Alun-alun Utara Keraton Yogyakarta,Jogja
donnia,3.5,History,Respectable,Pantai Ngrenehan,Jogja
canesha,3.2,Tourist Attraction,Not Recommended,Pantai Ngrenehan,Jogja
geertje,4.2,Culture,Boring,Kampoeng Kopi Banaran,Semarang
estellar,3.9,Nature,Respectable,Wisata Lereng Kelir,Semarang
miste,3.2,Culinary,Peaceful,Masjid Kapal Semarang,Semarang
emmelin,3.6,Culinary,Kind,Saloka Theme Park,Semarang
coni,4.7,Culinary,Boring,Watu Lumbung,Jogja
canaday,4.0,Nature,Recommended,Brown Canyon,Semarang
mailan,4.4,Culture,Beautiful,Tirto Argo Siwarak,Semarang
ryusei,3.3,Culture,Fun,Candi Borobudur,Jogja
seamus,3.7,Tourist Attraction,Expensive,Pasar Beringharjo,Jogja
eudene,3.4,Nature,Kind,Monumen Palagan Ambarawa,Semarang
alivya,3.1,Culinary,Recommended,Tugu Pal Putih Jogja,Jogja
cozine,3.1,Nature,Bad Food,Pantai Marina,Semarang
talen,4.8,Tourist Attraction,Expensive,Pantai Depok Jogja,Jogja
balduino,3.9,Culinary,Mindful,Puncak Segoro,Jogja
flesner,4.9,Tourist Attraction,Respectable,Kawasan Malioboro,Jogja
keshanda,4.4,Culture,Peaceful,Bentara Budaya Yogyakarta (BBY),Jogja
platto,3.3,Tourist Attraction,Kind,Wisata Mangrove Tapak,Semarang
zeshan,4.0,Culture,Bad Food,Pasar Kebon Empring Bintaran,Jogja
toney,5.0,Culinary,Peaceful,Hutan Pinus Asri,Jogja
brunnet,4.2,Culture,Respectable,Kampoeng Kopi Banaran,Semarang
zion,4.0,Culinary,Noisy,Pantai Nglambor,Jogja
hadassah,3.5,Culinary,Peaceful,Wisata Lereng Kelir,Semarang
shanitra,4.7,History,Bad Food,Kampoeng Rawa,Semarang
khush,4.9,Nature,Mindful,Pura Giri Natha,Semarang
khaylee,3.4,Nature,Great View,Bentara Budaya Yogyakarta (BBY),Jogja
carelle,4.2,Culinary,Boring,Hutan Pinus Pengger,Jogja
adoracin,4.4,Tourist Attraction,Expensive,Benteng Pendem,Semarang
laina,4.1,Tourist Attraction,Kind Person,Sam Poo Kong Temple,Semarang
rattley,3.4,Nature,Not Recommended,Sindu Kusuma Edupark (SKE),Jogja
kantrice,5.0,Tourist Attraction,Not Recommended,Watu Lumbung,Jogja
toria,3.8,Tourist Attraction,Fun,Kawasan Malioboro,Jogja
isaeah,4.6,Tourist Attraction,Noisy,Kawasan Malioboro,Jogja
emir,4.2,History,Noisy,Bunker Kaliadem Merapi,Jogja
dimmick,4.7,History,Noisy,Jurang Tembelan Kanigoro,Jogja
marthaann,4.7,Nature,Peaceful,Kawasan Malioboro,Jogja
lightman,3.8,History,Respectable,Watu Mabur Mangunan,Jogja
amadea,3.2,History,Beautiful,Water Blaster Bukit Candi Golf,Semarang
oksana,3.3,Culture,Peaceful,Pantai Sundak,Jogja
jodette,3.4,Culture,Respectable,Sam Poo Kong Temple,Semarang
daivid,4.3,History,Tasty Food,Seribu Batu Songgo Langit,Jogja
arriyanah,4.1,Culture,Isolated,Water Blaster Bukit Candi Golf,Semarang
sheply,3.4,Nature,Expensive,Wisata Eling Bening,Semarang
lavrrick,3.7,Culinary,Boring,Kampoeng Kopi Banaran,Semarang
daksha,4.3,Tourist Attraction,Kind Person,Museum Kereta Ambarawa,Semarang
philman,4.8,Culinary,Beautiful,Kampoeng Kopi Banaran,Semarang
damaine,3.8,History,Bad Food,Masjid Agung Ungaran,Semarang
hosannah,3.6,Culture,Boring,Kauman Pakualaman Yogyakarta,Jogja
thedric,4.4,Nature,Tasty Food,GPIB Immanuel Semarang (Gereja Blenduk),Semarang
enton,4.9,History,Mindful,Semarang Contemporary Art Gallery,Semarang
agafia,4.9,Nature,Peaceful,Kampung Wisata Kadipaten,Jogja
doxie,4.4,Nature,Recommended,Candi Prambanan,Jogja
hillerich,4.5,History,Boring,Kampoeng Djadhoel Semarang,Semarang
edehard,4.6,Nature,Noisy,Wisata Eling Bening,Semarang
filomena,4.9,Culinary,Boring,Desa Wisata Lembah Kalipancur,Semarang
liriel,3.1,Culinary,Great View,Lava Bantal,Jogja
jesusenrique,4.9,Culinary,Peaceful,Kampung Wisata Kadipaten,Jogja
maydean,3.7,Culinary,Recommended,Pantai Parangtritis,Jogja
carilee,4.9,Nature,Noisy,Wisata Eling Bening,Semarang
manifred,3.6,History,Cheap Price,Kampung Wisata Kadipaten,Jogja
johncharles,4.1,Culinary,Great View,Kampung Wisata Taman Sari,Jogja
jamecca,3.3,Nature,Kind Person,Taman Pelangi Yogyakarta,Jogja
hasko,3.9,Culture,Kind Person,Bendung Lepen,Jogja
kylen,4.7,History,Kind Person,Goa Rancang Kencono,Jogja
shontia,3.2,Culture,Fun,Alun-alun Utara Keraton Yogyakarta,Jogja
gilan,3.7,Nature,Peaceful,Watu Mabur Mangunan,Jogja
carenza,4.4,Culinary,Bad Food,Kota Lama Semarang,Semarang
lamos,4.5,History,Fun,Alun Alun Selatan Yogyakarta,Jogja
orzell,4.9,Culture,Cheap Price,Old City 3D Trick Art Museum,Semarang
kicki,3.8,Tourist Attraction,Not Recommended,Kampoeng Kopi Banaran,Semarang
hamir,3.8,Tourist Attraction,Respectable,Tirto Argo Siwarak,Semarang
dunwoody,3.7,History,Respectable,Tebing Breksi,Jogja
landahl,4.1,Tourist Attraction,Kind Person,Bunker Kaliadem Merapi,Jogja
waldron,3.8,Culinary,Fun,Monumen Palagan Ambarawa,Semarang
casadee,4.2,Nature,Fun,Pantai Nglambor,Jogja
pabon,3.9,Nature,Expensive,Water Blaster Bukit Candi Golf,Semarang
margonis,3.5,Tourist Attraction,Fun,Geoforest Watu Payung Turunan,Jogja
vannak,4.8,Tourist Attraction,Bad Food,The Lost World Castle,Jogja
elfy,4.5,Nature,Boring,Kawasan Malioboro,Jogja
layland,3.3,Nature,Boring,Gua Maria Kerep Ambarawa,Semarang
anunciacin,3.9,Culture,Kind,Water Blaster Bukit Candi Golf,Semarang
margette,3.6,Culinary,Mindful,Semarang Gallery,Semarang
illig,3.2,Tourist Attraction,Not Recommended,Kawasan Wisata Sosrowijayan,Jogja
mekkah,3.9,Nature,Kind Person,Pantai Samas,Jogja
garret,4.2,Tourist Attraction,Great View,Tugu Pal Putih Jogja,Jogja
muskhan,4.7,Culinary,Great View,Taman Kasmaran,Semarang
darcus,3.8,Culinary,Hated,Tebing Breksi,Jogja
celyna,4.7,Culture,Respectable,Bendung Lepen,Jogja
saddiya,3.8,Nature,Expensive,Kawasan Malioboro,Jogja
rudraksh,4.6,History,Kind Person,Bukit Lintang Sewu,Jogja
sophira,4.9,Nature,Boring,Bukit Lintang Sewu,Jogja
tauya,3.8,Tourist Attraction,Great View,Candi Prambanan,Jogja
tidmore,4.7,Nature,Fun,Candi Ijo,Jogja
yaleska,3.7,Nature,Great View,Selected Places,Semarang
beadling,4.3,Culinary,Boring,Kampung Wisata Kadipaten,Jogja
cozella,4.9,Nature,Noisy,Gua Maria Kerep Ambarawa,Semarang
adaku,5.0,Culinary,Recommended,Lawang Sewu,Semarang
sadiki,3.4,Culinary,Peaceful,Pantai Parangtritis,Jogja
romona,4.3,Nature,Cheap Price,Brown Canyon,Semarang
dantay,4.1,Culture,Isolated,Bendung Lepen,Jogja
kamilo,4.9,Nature,Great View,Bendung Lepen,Jogja
nakya,3.4,Culinary,Noisy,Brown Canyon,Semarang
manolito,4.2,Culinary,Not Recommended,GPIB Immanuel Semarang (Gereja Blenduk),Semarang
menter,3.6,Nature,Peaceful,Pasar Kebon Empring Bintaran,Jogja
paquito,3.2,Nature,Hated,Water Blaster Bukit Candi Golf,Semarang
azayla,3.8,Nature,Noisy,Wisata Kaliurang,Jogja
maghutte,4.7,Tourist Attraction,Kind,Desa Wisata Lembah Kalipancur,Semarang
jonanthony,3.2,Tourist Attraction,Great View,Taman Kasmaran,Semarang
malaylah,4.8,Culinary,Noisy,Pantai Jogan,Jogja
rolene,3.8,Culture,Cheap Price,GPIB Immanuel Semarang (Gereja Blenduk),Semarang
dizzy,4.7,Tourist Attraction,Recommended,Pantai Marina,Semarang
gesualdo,4.9,Culture,Peaceful,Green Village Gedangsari,Jogja
arnish,3.8,Nature,Noisy,Pantai Ngrenehan,Jogja
trela,4.3,Nature,Fun,Jurang Tembelan Kanigoro,Jogja
ehrin,3.3,History,Expensive,The Lost World Castle,Jogja
neelofar,4.2,Culinary,Respectable, Pantai Cipta,Semarang
siminica,4.9,Tourist Attraction,Cheap Price,Flower Farm Setiya Aji,Semarang
fattima,3.8,Nature,Boring,Umbul Sidomukti,Semarang
faulkstick,4.9,Nature,Cheap Price,Pantai Nguluran,Jogja
elorah,3.9,Culture,Not Recommended,Candi Gedong Songo,Semarang
riny,4.0,Nature,Kind Person,Tebing Breksi,Jogja
eurith,4.5,Nature,Expensive,Puncak Segoro,Jogja
valeshia,3.7,Nature,Respectable,Pasar Beringharjo,Jogja
shoniece,3.1,History,Isolated,Tebing Breksi,Jogja
flessel,3.7,Culinary,Expensive,Benteng Pendem,Semarang
mazell,4.2,Culinary,Kind,Bukit Lintang Sewu,Jogja
mccayla,3.7,Nature,Expensive,Kampung Pelangi,Semarang
omon,4.2,Culinary,Expensive,Monumen Palagan Ambarawa,Semarang
almanda,3.1,Tourist Attraction,Peaceful,Flower Farm Setiya Aji,Semarang
joelliane,4.1,Culinary,Expensive,Brown Canyon,Semarang
quante,3.9,Culinary,Hated,De Mata Museum Jogja,Jogja
tyrene,3.4,Nature,Boring,Wisata Eling Bening,Semarang
chennai,3.3,Tourist Attraction,Bad Food,Desa Wisata Sungai Code Jogja Kota,Jogja
krystallo,3.9,Nature,Not Recommended,Seribu Batu Songgo Langit,Jogja
yasuo,4.9,History,Peaceful,Hutan Pinus Kayon,Semarang
mayola,4.8,Nature,Hated,Air Terjun Kedung Pedut,Jogja
muni,4.9,Culture,Expensive,Grand Maerakaca,Semarang
hobert,5.0,Nature,Expensive,Pantai Sundak,Jogja
hornung,3.7,Tourist Attraction,Peaceful,Saloka Theme Park,Semarang
nancie,4.9,Nature,Bad Food,Selected Places,Semarang
horlacher,3.9,Tourist Attraction,Respectable,Kampung Wisata Kadipaten,Jogja
claxton,3.3,History,Bad Food,Old City 3D Trick Art Museum,Semarang
bookman,4.2,Culture,Mindful,Semarang Contemporary Art Gallery,Semarang
ahlam,4.3,Nature,Mindful,Taman Kasmaran,Semarang
rianneke,4.6,Nature,Kind,Lawang Sewu,Semarang
siyon,4.5,Culinary,Mindful, Pantai Cipta,Semarang
jole,4.1,Culinary,Mindful,Wisata Mangrove Tapak,Semarang
tachic,5.0,Nature,Beautiful,Kota Lama Semarang,Semarang
lourinda,3.8,History,Kind,Sam Poo Kong Temple,Semarang
ozwald,4.2,History,Expensive,Wisata Eling Bening,Semarang
josen,3.6,Culinary,Kind,Pantai Drini,Jogja
chloi,4.6,History,Peaceful,Kampung Batik Gedong Semarang,Semarang
glennys,4.7,Culture,Bad Food,Pantai Patihan,Jogja
orea,4.9,Culinary,Respectable,Lawang Sewu,Semarang
jaysea,3.4,Culture,Cheap Price,Bentara Budaya Yogyakarta (BBY),Jogja
javanna,5.0,Culinary,Hated,Kampoeng Djadhoel Semarang,Semarang
riesman,4.6,Culinary,Expensive,Hutan Pinus Pengger,Jogja
rodriguezperez,4.0,Tourist Attraction,Hated,Hutan Mangrove Kulon Progo,Jogja
krystyna,3.0,Culinary,Isolated,Pantai Depok Jogja,Jogja
nickayla,4.2,Nature,Expensive,Seribu Batu Songgo Langit,Jogja
koriana,3.6,History,Expensive,Wisata Kaliurang,Jogja
lulcho,3.1,History,Beautiful,Pasar Beringharjo,Jogja
chardannay,3.7,Culinary,Kind,Pantai Indrayanti,Jogja
jerrill,3.3,History,Not Recommended,Pantai Wediombo,Jogja
gissella,4.5,Culinary,Recommended,Masjid Agung Ungaran,Semarang
maddielynn,3.7,Tourist Attraction,Expensive,Kampung Wisata Kadipaten,Jogja
carveth,3.6,Tourist Attraction,Peaceful,Wisata Mangrove Tapak,Semarang
tonyo,4.2,Tourist Attraction,Not Recommended,Nol Kilometer Jl.Malioboro,Jogja
kevontae,3.3,Culture,Expensive,Goa Rancang Kencono,Jogja
thedis,3.1,Culinary,Mindful,Candi Borobudur,Jogja
jelisa,5.0,Culinary,Respectable, Pantai Cipta,Semarang
kernius,3.1,Nature,Expensive,Monumen Serangan Umum 1 Maret,Jogja
jessiqua,4.7,Nature,Peaceful,Kampung Pelangi,Semarang
millennia,3.5,History,Boring,Jembatan Biru Ambarawa,Semarang
arleht,3.1,Culture,Great View,Pantai Krakal,Jogja
barend,3.2,Nature,Hated,Kampung Wisata Kadipaten,Jogja
gjylshah,4.1,Culinary,Hated,Selected Places,Jogja
schoenberger,3.1,History,Peaceful,Selected Places,Jogja
antowan,4.1,History,Great View,Desa Wisata Lembah Kalipancur,Semarang
chakib,4.8,Culinary,Hated,Grand Maerakaca,Semarang
dalonta,3.7,Culinary,Cheap Price,Desa Wisata Sungai Code Jogja Kota,Jogja
allana,4.8,Culture,Peaceful,Puncak Gunung Api Purba - Nglanggeran,Jogja
rielyn,4.6,History,Mindful,Wisata Alam Wana Wisata Penggaron,Semarang
belshin,3.5,Tourist Attraction,Recommended,Wisata Alam Wana Wisata Penggaron,Semarang
meshalia,3.6,History,Fun,Pantai Sundak,Jogja
yaely,4.4,History,Kind Person,Galaxy Waterpark Jogja,Jogja
velissa,3.3,Culinary,Bad Food,Semarang Chinatown,Semarang
collina,3.5,Tourist Attraction,Tasty Food,Museum Kereta Ambarawa,Semarang
sherrin,3.9,Tourist Attraction,Beautiful,Puncak Kebun Buah Mangunan,Jogja
wehrle,4.9,Culture,Beautiful,Obyek Wisata Goa Kreo,Semarang
kiyoko,4.5,Tourist Attraction,Great View,Monumen Palagan Ambarawa,Semarang
daymen,4.7,Culture,Respectable,Desa Wisata Sungai Code Jogja Kota,Jogja
jawun,3.3,Culture,Peaceful,Benteng Pendem,Semarang
emna,4.3,Culture,Kind Person,Puncak Gunung Api Purba - Nglanggeran,Jogja
kritika,4.1,Culinary,Tasty Food,Sam Poo Kong Temple,Semarang
jasmyne,4.6,Tourist Attraction,Peaceful,Bentara Budaya Yogyakarta (BBY),Jogja
vidyu,3.1,History,Expensive,Benteng Pendem,Semarang
afag,3.4,History,Kind,Candi Ijo,Jogja
macintyre,4.7,Culinary,Isolated,Masjid Kapal Semarang,Semarang
delmor,3.3,Culture,Fun,Brown Canyon,Semarang
caslyn,3.5,Culinary,Peaceful,Umbul Sidomukti,Semarang
bernadette,4.3,Culinary,Mindful,Kampung Pelangi,Semarang
mient,3.7,History,Kind,Hutan Mangrove Kulon Progo,Jogja
tremal,4.8,Culinary,Beautiful,Tugu Pal Putih Jogja,Jogja
abinsa,4.4,Culture,Not Recommended,Pantai Baruna,Semarang
charlierae,4.7,Culinary,Noisy,Masjid Agung Ungaran,Semarang
cassil,4.3,Tourist Attraction,Cheap Price,Indonesia Kaya Park,Semarang
halley,4.7,History,Noisy,Bentara Budaya Yogyakarta (BBY),Jogja
docherty,3.4,Culture,Tasty Food,Candi Ijo,Jogja
nikeesha,4.8,Nature,Hated,Lawang Sewu,Semarang
meshelle,3.9,Culinary,Boring,Pantai Baruna,Semarang
ivo,3.7,Nature,Bad Food,Semarang Contemporary Art Gallery,Semarang
isahak,4.0,Nature,Noisy,Masjid Kapal Semarang,Semarang
lasia,3.8,History,Fun,Gembira Loka Zoo,Jogja
cvetelin,3.1,Culture,Isolated,Sindu Kusuma Edupark (SKE),Jogja
chalia,3.5,Culinary,Respectable,Obyek Wisata Goa Kreo,Semarang
kensleigh,4.0,History,Not Recommended,Pantai Baruna,Semarang
madderom,3.8,Tourist Attraction,Fun,Flower Farm Setiya Aji,Semarang
cleve,3.8,Tourist Attraction,Beautiful,Indonesia Kaya Park,Semarang
javarrion,4.3,History,Respectable,Sam Poo Kong Temple,Semarang
nyckolas,4.6,Nature,Peaceful,Sindu Kusuma Edupark (SKE),Jogja
zamiel,4.8,Culture,Peaceful,Puncak Segoro,Jogja
navianna,4.7,Culinary,Fun,Hutan Pinus Asri,Jogja
almestica,4.1,Culinary,Kind Person,Masjid Kapal Semarang,Semarang
hedghill,4.5,Culture,Kind Person,Bentara Budaya Yogyakarta (BBY),Jogja
